|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   1.0000000000000000     
   15000.090000000000     
         101
T(K)    
   200.00000000000000     
   40.000000000000000     
         101
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
 0.141001E+007   4080.00        5526.53       0.146025E-004  0.164314E-006  0.659459E+007  0.291744E+007   10.9236        13.7736        7.26565        3043.53       0.198087E+008   1277.32        1.79516     
 0.142501E+007   4080.00        5540.19       0.144922E-004  0.162987E-006  0.664348E+007  0.293723E+007   10.9505        13.8059        7.28126        3039.58       0.200636E+008   1276.34        1.79073     
 0.144001E+007   4080.00        5553.78       0.143839E-004  0.161684E-006  0.669231E+007  0.295694E+007   10.9773        13.8380        7.29671        3035.66       0.203181E+008   1275.38        1.78635     
 0.145501E+007   4080.00        5567.29       0.142776E-004  0.160403E-006  0.674108E+007  0.297655E+007   11.0038        13.8698        7.31198        3031.77       0.205720E+008   1274.43        1.78202     
 0.147001E+007   4080.00        5580.73       0.141731E-004  0.159144E-006  0.678977E+007  0.299607E+007   11.0302        13.9013        7.32707        3027.93       0.208254E+008   1273.51        1.77772     
 0.148501E+007   4080.00        5594.10       0.140704E-004  0.157906E-006  0.683840E+007  0.301551E+007   11.0564        13.9326        7.34201        3024.12       0.210783E+008   1272.60        1.77348     
 0.150001E+007   4080.00        5607.40       0.139695E-004  0.156690E-006  0.688698E+007  0.303486E+007   11.0824        13.9636        7.35680        3020.34       0.213307E+008   1271.71        1.76927     
  1.00000        4120.00        261.081       0.153321E-004  0.423840E-006            NaN            NaN            NaN            NaN            NaN   3274.93      -0.688050E+007   1892.01        37.9997     
  15001.1        4120.00        269.552       0.972669E-005            NaN            NaN            NaN            NaN            NaN            NaN   3270.40      -0.171610E+007   1608.49        36.8055     
  30001.2        4120.00        279.234       0.865420E-005  0.207962E-006            NaN            NaN            NaN            NaN            NaN   1890.68       0.633268E+007   1126.73        35.5293     
  45001.3        4120.00        2927.23       0.137959E-003  0.298059E-005   597680.        288381.        4.51862        5.79254        3.13874        3777.00      -0.704582E+007   2092.42        3.38922     
  60001.4        4120.00        3038.48       0.103693E-003  0.214909E-005   734212.        342701.        4.91567        6.26116        3.35838        3747.66      -0.667602E+007   1889.68        3.26512     
  75001.4        4120.00        3127.49       0.718308E-004  0.157653E-005   867432.        384692.        5.26647        6.64350        3.50718        3709.40      -0.635494E+007   1628.98        3.17219     
  90001.5        4120.00        3151.59       0.733450E-004  0.164392E-005   841088.        384632.        5.16601        6.55440        3.49347        3697.67      -0.598847E+007   1624.80        3.14793     
  105002.        4120.00        3254.96       0.587188E-004  0.127398E-005  0.103615E+007   466038.        5.64207        7.13606        3.78388        3706.65      -0.550402E+007   1554.14        3.04796     
  120002.        4120.00        3373.46       0.463989E-004  0.101646E-005  0.123271E+007   526089.        6.04496        7.57197        3.94904        3676.76      -0.516604E+007   1458.18        2.94090     
  135002.        4120.00        3467.49       0.398176E-004  0.868570E-006  0.139638E+007   577821.        6.34591        7.90501        4.08215        3654.20      -0.481311E+007   1410.96        2.86115     
  150002.        4120.00        3549.77       0.354263E-004  0.763692E-006  0.155033E+007   626101.        6.60864        8.19703        4.19974        3634.98      -0.446879E+007   1381.21        2.79483     
  165002.        4120.00        3636.59       0.321134E-004  0.676963E-006  0.171474E+007   680185.        6.86675        8.49063        4.32480        3617.68      -0.412834E+007   1360.04        2.72810     
  180002.        4120.00        3672.72       0.301206E-004  0.641787E-006  0.178581E+007   703889.        6.97306        8.61263        4.37782        3604.92      -0.377052E+007   1345.22        2.70127     
  195002.        4120.00        3707.39       0.284402E-004  0.611434E-006  0.185517E+007   726595.        7.07388        8.72761        4.42702        3593.01      -0.341307E+007   1333.02        2.67600     
  210002.        4120.00        3740.79       0.269914E-004  0.584755E-006  0.192312E+007   748467.        7.17004        8.83669        4.47306        3581.85      -0.305630E+007   1322.73        2.65211     
  225002.        4120.00        3773.07       0.257220E-004  0.560989E-006  0.198988E+007   769630.        7.26217        8.94071        4.51641        3571.32      -0.270041E+007   1313.89        2.62942     
  240002.        4120.00        3828.52       0.289452E-004  0.547965E-006  0.210366E+007   805153.        7.41262        9.10975        4.58589        3578.58      -0.227549E+007   1366.75        2.59134     
  255003.        4120.00        3895.85       0.332969E-004  0.536643E-006  0.224030E+007   851387.        7.58318        9.30822        4.67480        3587.93      -0.184854E+007   1432.27        2.54656     
  270003.        4120.00        3949.27       0.350294E-004  0.521625E-006  0.234812E+007   889080.        7.71083        9.45905        4.74474        3586.93      -0.147050E+007   1460.18        2.51211     
  285003.        4120.00        4005.51       0.371106E-004  0.508337E-006  0.246149E+007   937306.        7.83918        9.62566        4.83740        3584.87      -0.110358E+007   1491.24        2.47684     
  300003.        4120.00        4061.09       0.388996E-004  0.495333E-006  0.257349E+007   989686.        7.96048        9.79094        4.93659        3580.13       -752838.        1517.07        2.44294     
  315003.        4120.00        4118.01       0.403152E-004  0.482382E-006  0.268293E+007  0.103928E+007   8.07162        9.93986        5.02368        3574.67       -408274.        1537.16        2.40917     
  330003.        4120.00        4171.40       0.410688E-004  0.469315E-006  0.278302E+007  0.108933E+007   8.16803        10.0765        5.11022        3566.92       -79018.9        1548.22        2.37834     
  345003.        4120.00        4200.43       0.398063E-004  0.455283E-006  0.284316E+007  0.112697E+007   8.22723        10.1716        5.17976        3552.47        219760.        1534.18        2.36190     
  360003.        4120.00        4228.81       0.386338E-004  0.442216E-006  0.290284E+007  0.116346E+007   8.28520        10.2630        5.24526        3538.56        518358.        1521.23        2.34605     
  375003.        4120.00        4256.57       0.375409E-004  0.430005E-006  0.296211E+007  0.119905E+007   8.34202        10.3513        5.30748        3525.13        816568.        1509.22        2.33075     
  390003.        4120.00        4283.75       0.365192E-004  0.418563E-006  0.302099E+007  0.123382E+007   8.39774        10.4367        5.36677        3512.14       0.111436E+007   1498.06        2.31596     
  405003.        4120.00        4310.39       0.355620E-004  0.407816E-006  0.307949E+007  0.126780E+007   8.45243        10.5195        5.42335        3499.59       0.141173E+007   1487.67        2.30165     
  420004.        4120.00        4355.01       0.316169E-004  0.381010E-006  0.319847E+007  0.133602E+007   8.56991        10.6933        5.53875        3460.48       0.159778E+007   1438.12        2.27807     
  435004.        4120.00        4403.78       0.268559E-004  0.350386E-006  0.334283E+007  0.140998E+007   8.71253        10.8903        5.65840        3415.01       0.175288E+007   1378.70        2.25284     
  450004.        4120.00        4434.31       0.250586E-004  0.336349E-006  0.342976E+007  0.144578E+007   8.79466        10.9918        5.71004        3395.94       0.201351E+007   1357.79        2.23733     
  465004.        4120.00        4456.51       0.245507E-004  0.329498E-006  0.348924E+007  0.147088E+007   8.84846        11.0590        5.74501        3387.56       0.231642E+007   1353.32        2.22618     
  480004.        4120.00        4478.37       0.240675E-004  0.322967E-006  0.354839E+007  0.149564E+007   8.90134        11.1249        5.77901        3379.39       0.261852E+007   1349.09        2.21531     
  495004.        4120.00        4499.91       0.236070E-004  0.316731E-006  0.360723E+007  0.152008E+007   8.95333        11.1894        5.81207        3371.41       0.291980E+007   1345.08        2.20471     
  510004.        4120.00        4521.14       0.231677E-004  0.310769E-006  0.366578E+007  0.154421E+007   9.00449        11.2526        5.84425        3363.63       0.322027E+007   1341.26        2.19436     
  525004.        4120.00        4542.08       0.227477E-004  0.305061E-006  0.372405E+007  0.156805E+007   9.05484        11.3146        5.87560        3356.02       0.351993E+007   1337.63        2.18424     
  540004.        4120.00        4562.72       0.223461E-004  0.299591E-006  0.378206E+007  0.159160E+007   9.10442        11.3754        5.90616        3348.58       0.381879E+007   1334.17        2.17436     
  555004.        4120.00        4583.10       0.219613E-004  0.294342E-006  0.383981E+007  0.161489E+007   9.15325        11.4352        5.93597        3341.30       0.411682E+007   1330.86        2.16469     
  570004.        4120.00        4603.21       0.215923E-004  0.289300E-006  0.389732E+007  0.163791E+007   9.20138        11.4938        5.96506        3334.18       0.441406E+007   1327.71        2.15524     
  585005.        4120.00        4623.06       0.212381E-004  0.284453E-006  0.395459E+007  0.166068E+007   9.24882        11.5515        5.99347        3327.21       0.471049E+007   1324.69        2.14598     
  600005.        4120.00        4642.67       0.208978E-004  0.279788E-006  0.401164E+007  0.168321E+007   9.29560        11.6081        6.02123        3320.38       0.500612E+007   1321.79        2.13692     
  615005.        4120.00        4662.04       0.205705E-004  0.275295E-006  0.406848E+007  0.170550E+007   9.34174        11.6638        6.04836        3313.68       0.530095E+007   1319.02        2.12804     
  630005.        4120.00        4681.18       0.202554E-004  0.270963E-006  0.412510E+007  0.172757E+007   9.38728        11.7187        6.07490        3307.12       0.559500E+007   1316.36        2.11934     
  645005.        4120.00        4700.10       0.199517E-004  0.266783E-006  0.418153E+007  0.174941E+007   9.43222        11.7726        6.10088        3300.68       0.588826E+007   1313.80        2.11080     
  660005.        4120.00        4718.81       0.196589E-004  0.262747E-006  0.423777E+007  0.177104E+007   9.47659        11.8257        6.12630        3294.36       0.618073E+007   1311.35        2.10244     
  675005.        4120.00        4737.31       0.193764E-004  0.258847E-006  0.429381E+007  0.179247E+007   9.52041        11.8780        6.15120        3288.16       0.647244E+007   1308.98        2.09423     
  690005.        4120.00        4755.61       0.191035E-004  0.255076E-006  0.434968E+007  0.181369E+007   9.56369        11.9296        6.17559        3282.07       0.676337E+007   1306.71        2.08617     
  705005.        4120.00        4773.72       0.188397E-004  0.251427E-006  0.440537E+007  0.183472E+007   9.60645        11.9804        6.19950        3276.08       0.705353E+007   1304.51        2.07826     
  720005.        4120.00        4791.63       0.185846E-004  0.247894E-006  0.446090E+007  0.185556E+007   9.64872        12.0304        6.22295        3270.20       0.734295E+007   1302.40        2.07049     
  735005.        4120.00        4809.36       0.183378E-004  0.244471E-006  0.451626E+007  0.187621E+007   9.69049        12.0798        6.24594        3264.42       0.763160E+007   1300.36        2.06285     
